PLOT_ID,SAMPLE_ID,LON,LAT,FLAGGED,ANALYSES,USER_ID,COLLECTION_TIME,ANALYSIS_DURATION,IMAGERY_TITLE,PL_PLOTID,PL_PACKETID,PL_ORIGID,PL_COUNTRY,PL_STRATUM,LAND COVER,UNDERSTORY PRESENT?,UNDERSTORY COVER,LAND USE,LAND USE YEAR 2000
7165255,143990814,125.581596931768431,8.34605305788406504,false,1,nguyenhieuhus@gmail.com,2019-06-12 01:34:49.386101,84.8,DigitalGlobeRecentImagery,6080501,60806,260226,Philippines,2,Other Tree,No,,Natural Forest,Natural Forest
7165255,143990815,125.581596931768431,8.34618637810452846,false,1,nguyenhieuhus@gmail.com,2019-06-12 01:34:49.386101,84.8,DigitalGlobeRecentImagery,6080501,60806,260226,Philippines,2,Other Tree,No,,Natural Forest,Natural Forest
7165255,143990816,125.581731679061065,8.34591973761809491,false,1,nguyenhieuhus@gmail.com,2019-06-12 01:34:49.386101,84.8,DigitalGlobeRecentImagery,6080501,60806,260226,Philippines,2,Other Tree,No,,Natural Forest,Natural Forest
7165255,143990817,125.581731679061065,8.34605305788406504,false,1,nguyenhieuhus@gmail.com,2019-06-12 01:34:49.386101,84.8,DigitalGlobeRecentImagery,6080501,60806,260226,Philippines,2,Other Tree,No,,Natural Forest,Natural Forest
7165255,143990818,125.581731679061065,8.34618637810452846,false,1,nguyenhieuhus@gmail.com,2019-06-12 01:34:49.386101,84.8,DigitalGlobeRecentImagery,6080501,60806,260226,Philippines,2,Other Tree,No,,Natural Forest,Natural Forest
7165255,143990819,125.581731679061065,8.34631969827948517,false,1,nguyenhieuhus@gmail.com,2019-06-12 01:34:49.386101,84.8,DigitalGlobeRecentImagery,6080501,60806,260226,Philippines,2,Other Tree,No,,Natural Forest,Natural Forest
7165255,143990820,125.581866426353685,8.34578641730660387,false,1,nguyenhieuhus@gmail.com,2019-06-12 01:34:49.386101,84.8,DigitalGlobeRecentImagery,6080501,60806,260226,Philippines,2,Other Tree,No,,Natural Forest,Natural Forest
7165255,143990821,125.581866426353685,8.34591973761809491,false,1,nguyenhieuhus@gmail.com,2019-06-12 01:34:49.386101,84.8,DigitalGlobeRecentImagery,6080501,60806,260226,Philippines,2,Other Tree,No,,Natural Forest,Natural Forest
7165255,143990822,125.581866426353685,8.34605305788406504,false,1,nguyenhieuhus@gmail.com,2019-06-12 01:34:49.386101,84.8,DigitalGlobeRecentImagery,6080501,60806,260226,Philippines,2,Other Tree,No,,Natural Forest,Natural Forest
7165255,143990823,125.581866426353685,8.34618637810452846,false,1,nguyenhieuhus@gmail.com,2019-06-12 01:34:49.386101,84.8,DigitalGlobeRecentImagery,6080501,60806,260226,Philippines,2,Other Tree,No,,Natural Forest,Natural Forest
7165255,143990824,125.581866426353685,8.34631969827948517,false,1,nguyenhieuhus@gmail.com,2019-06-12 01:34:49.386101,84.8,DigitalGlobeRecentImagery,6080501,60806,260226,Philippines,2,Other Tree,No,,Natural Forest,Natural Forest
7165255,143990825,125.581866426353685,8.34645301840892095,false,1,nguyenhieuhus@gmail.com,2019-06-12 01:34:49.386101,84.8,DigitalGlobeRecentImagery,6080501,60806,260226,Philippines,2,Other Tree,No,,Natural Forest,Natural Forest
7165255,143990826,125.582001173646304,8.34578641730660387,false,1,nguyenhieuhus@gmail.com,2019-06-12 01:34:49.386101,84.8,DigitalGlobeRecentImagery,6080501,60806,260226,Philippines,2,Other Tree,No,,Natural Forest,Natural Forest
7165255,143990827,125.582001173646304,8.34591973761809491,false,1,nguyenhieuhus@gmail.com,2019-06-12 01:34:49.386101,84.8,DigitalGlobeRecentImagery,6080501,60806,260226,Philippines,2,Other Tree,No,,Natural Forest,Natural Forest
7165255,143990828,125.582001173646304,8.34605305788406504,false,1,nguyenhieuhus@gmail.com,2019-06-12 01:34:49.386101,84.8,DigitalGlobeRecentImagery,6080501,60806,260226,Philippines,2,Other Tree,No,,Natural Forest,Natural Forest
7165255,143990829,125.582001173646304,8.34618637810452846,false,1,nguyenhieuhus@gmail.com,2019-06-12 01:34:49.386101,84.8,DigitalGlobeRecentImagery,6080501,60806,260226,Philippines,2,Other Tree,No,,Natural Forest,Natural Forest
7165255,143990830,125.582001173646304,8.34631969827948517,false,1,nguyenhieuhus@gmail.com,2019-06-12 01:34:49.386101,84.8,DigitalGlobeRecentImagery,6080501,60806,260226,Philippines,2,Other Tree,No,,Natural Forest,Natural Forest
