PLOT_ID,SAMPLE_ID,LON,LAT,FLAGGED,ANALYSES,USER_ID,COLLECTION_TIME,ANALYSIS_DURATION,IMAGERY_TITLE,PL_PLOTID,PL_PACKETID,PL_ORIGID,PL_COUNTRY,PL_STRATUM,LAND COVER,UNDERSTORY PRESENT?,UNDERSTORY COVER,LAND USE,LAND USE YEAR 2000
134651208,478792760,98.45507529,8.561578685,FALSE,1,hungcfic@gmail.com,55:42.5,115.1,DigitalGlobeRecentImagery,7640401,76405,254,Thailand,1,Pulpwood,No,,Plantation,Natural Forest
134651208,478792761,98.45507529,8.561711931,FALSE,1,hungcfic@gmail.com,55:42.5,115.1,DigitalGlobeRecentImagery,7640401,76405,254,Thailand,1,Pulpwood,No,,Plantation,Natural Forest
134651208,478792762,98.45521004,8.561445439,FALSE,1,hungcfic@gmail.com,55:42.5,115.1,DigitalGlobeRecentImagery,7640401,76405,254,Thailand,1,Pulpwood,No,,Plantation,Natural Forest
134651208,478792763,98.45521004,8.561578685,FALSE,1,hungcfic@gmail.com,55:42.5,115.1,DigitalGlobeRecentImagery,7640401,76405,254,Thailand,1,Pulpwood,No,,Plantation,Natural Forest
134651208,478792764,98.45521004,8.561711931,FALSE,1,hungcfic@gmail.com,55:42.5,115.1,DigitalGlobeRecentImagery,7640401,76405,254,Thailand,1,Pulpwood,No,,Plantation,Natural Forest
134651208,478792765,98.45521004,8.561845177,FALSE,1,hungcfic@gmail.com,55:42.5,115.1,DigitalGlobeRecentImagery,7640401,76405,254,Thailand,1,Pulpwood,No,,Plantation,Natural Forest
134651208,478792766,98.45534479,8.561312194,FALSE,1,hungcfic@gmail.com,55:42.5,115.1,DigitalGlobeRecentImagery,7640401,76405,254,Thailand,1,Pulpwood,No,,Plantation,Natural Forest
134651208,478792767,98.45534479,8.561445439,FALSE,1,hungcfic@gmail.com,55:42.5,115.1,DigitalGlobeRecentImagery,7640401,76405,254,Thailand,1,Pulpwood,No,,Plantation,Natural Forest
134651208,478792768,98.45534479,8.561578685,FALSE,1,hungcfic@gmail.com,55:42.5,115.1,DigitalGlobeRecentImagery,7640401,76405,254,Thailand,1,Pulpwood,No,,Plantation,Natural Forest
134651208,478792769,98.45534479,8.561711931,FALSE,1,hungcfic@gmail.com,55:42.5,115.1,DigitalGlobeRecentImagery,7640401,76405,254,Thailand,1,Pulpwood,No,,Plantation,Natural Forest
134651208,478792770,98.45534479,8.561845177,FALSE,1,hungcfic@gmail.com,55:42.5,115.1,DigitalGlobeRecentImagery,7640401,76405,254,Thailand,1,Pulpwood,No,,Plantation,Natural Forest
134651208,478792771,98.45534479,8.561978422,FALSE,1,hungcfic@gmail.com,55:42.5,115.1,DigitalGlobeRecentImagery,7640401,76405,254,Thailand,1,Pulpwood,No,,Plantation,Natural Forest
134651208,478792772,98.45547953,8.561312194,FALSE,1,hungcfic@gmail.com,55:42.5,115.1,DigitalGlobeRecentImagery,7640401,76405,254,Thailand,1,Pulpwood,No,,Plantation,Natural Forest
134651208,478792773,98.45547953,8.561445439,FALSE,1,hungcfic@gmail.com,55:42.5,115.1,DigitalGlobeRecentImagery,7640401,76405,254,Thailand,1,Pulpwood,No,,Plantation,Natural Forest
134651208,478792774,98.45547953,8.561578685,FALSE,1,hungcfic@gmail.com,55:42.5,115.1,DigitalGlobeRecentImagery,7640401,76405,254,Thailand,1,Pulpwood,No,,Plantation,Natural Forest
134651208,478792775,98.45547953,8.561711931,FALSE,1,hungcfic@gmail.com,55:42.5,115.1,DigitalGlobeRecentImagery,7640401,76405,254,Thailand,1,Pulpwood,No,,Plantation,Natural Forest
134651208,478792776,98.45547953,8.561845177,FALSE,1,hungcfic@gmail.com,55:42.5,115.1,DigitalGlobeRecentImagery,7640401,76405,254,Thailand,1,Pulpwood,No,,Plantation,Natural Forest
134651208,478792777,98.45547953,8.561978422,FALSE,1,hungcfic@gmail.com,55:42.5,115.1,DigitalGlobeRecentImagery,7640401,76405,254,Thailand,1,Pulpwood,No,,Plantation,Natural Forest
134651208,478792778,98.45561428,8.561445439,FALSE,1,hungcfic@gmail.com,55:42.5,115.1,DigitalGlobeRecentImagery,7640401,76405,254,Thailand,1,Pulpwood,No,,Plantation,Natural Forest
134651208,478792779,98.45561428,8.561578685,FALSE,1,hungcfic@gmail.com,55:42.5,115.1,DigitalGlobeRecentImagery,7640401,76405,254,Thailand,1,Pulpwood,No,,Plantation,Natural Forest
134651208,478792780,98.45561428,8.561711931,FALSE,1,hungcfic@gmail.com,55:42.5,115.1,DigitalGlobeRecentImagery,7640401,76405,254,Thailand,1,Pulpwood,No,,Plantation,Natural Forest
134651208,478792781,98.45561428,8.561845177,FALSE,1,hungcfic@gmail.com,55:42.5,115.1,DigitalGlobeRecentImagery,7640401,76405,254,Thailand,1,Pulpwood,No,,Plantation,Natural Forest
134651208,478792782,98.45574903,8.561578685,FALSE,1,hungcfic@gmail.com,55:42.5,115.1,DigitalGlobeRecentImagery,7640401,76405,254,Thailand,1,Pulpwood,No,,Plantation,Natural Forest
134651208,478792783,98.45574903,8.561711931,FALSE,1,hungcfic@gmail.com,55:42.5,115.1,DigitalGlobeRecentImagery,7640401,76405,254,Thailand,1,Pulpwood,No,,Plantation,Natural Forest
134651209,478792784,98.35315238,9.064040479,FALSE,1,hungcfic@gmail.com,57:41.8,189.8,DigitalGlobeRecentImagery,7640402,76405,339,Thailand,1,Oil Palm,No,,Plantation,Natural Forest
134651209,478792785,98.35315238,9.064173543,FALSE,1,hungcfic@gmail.com,57:41.8,189.8,DigitalGlobeRecentImagery,7640402,76405,339,Thailand,1,Oil Palm,No,,Plantation,Natural Forest
134651209,478792786,98.35328713,9.063907414,FALSE,1,hungcfic@gmail.com,57:41.8,189.8,DigitalGlobeRecentImagery,7640402,76405,339,Thailand,1,Oil Palm,No,,Plantation,Natural Forest
134651209,478792787,98.35328713,9.064040479,FALSE,1,hungcfic@gmail.com,57:41.8,189.8,DigitalGlobeRecentImagery,7640402,76405,339,Thailand,1,Oil Palm,No,,Plantation,Natural Forest
134651209,478792788,98.35328713,9.064173543,FALSE,1,hungcfic@gmail.com,57:41.8,189.8,DigitalGlobeRecentImagery,7640402,76405,339,Thailand,1,Oil Palm,No,,Plantation,Natural Forest
134651209,478792789,98.35328713,9.064306608,FALSE,1,hungcfic@gmail.com,57:41.8,189.8,DigitalGlobeRecentImagery,7640402,76405,339,Thailand,1,Oil Palm,No,,Plantation,Natural Forest
134651209,478792790,98.35342188,9.063774349,FALSE,1,hungcfic@gmail.com,57:41.8,189.8,DigitalGlobeRecentImagery,7640402,76405,339,Thailand,1,Pulpwood,No,,Plantation,Natural Forest
134651209,478792791,98.35342188,9.063907414,FALSE,1,hungcfic@gmail.com,57:41.8,189.8,DigitalGlobeRecentImagery,7640402,76405,339,Thailand,1,Pulpwood,No,,Plantation,Natural Forest
134651209,478792792,98.35342188,9.064040479,FALSE,1,hungcfic@gmail.com,57:41.8,189.8,DigitalGlobeRecentImagery,7640402,76405,339,Thailand,1,Oil Palm,No,,Plantation,Natural Forest
134651209,478792793,98.35342188,9.064173543,FALSE,1,hungcfic@gmail.com,57:41.8,189.8,DigitalGlobeRecentImagery,7640402,76405,339,Thailand,1,Oil Palm,No,,Plantation,Natural Forest
134651209,478792794,98.35342188,9.064306608,FALSE,1,hungcfic@gmail.com,57:41.8,189.8,DigitalGlobeRecentImagery,7640402,76405,339,Thailand,1,Oil Palm,No,,Plantation,Natural Forest
134651209,478792795,98.35342188,9.064439672,FALSE,1,hungcfic@gmail.com,57:41.8,189.8,DigitalGlobeRecentImagery,7640402,76405,339,Thailand,1,Oil Palm,No,,Plantation,Natural Forest
